"","logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","q","-log10p","regulated"
"C6orf136",0.332434089961321,10.4585533879803,1.98662489548255,0.0527873863583796,0.259260706765261,-4.30707432192954,"C6orf136",0.174246733109878,1.27746984052288,"no"
"PSMD7",0.330920318289174,13.128987975251,4.24838575548197,0.000100516865786699,0.011850301511776,1.24547814077237,"PSMD7",0.00796447849948813,3.99776106159123,"yes"
"KIAA1671",0.330611892124159,10.8817233777963,2.59521693324206,0.0131343678794482,0.124652764118333,-3.06088386617307,"KIAA1671",0.0837779746562277,1.88159082375903,"no"
"UFSP2",0.329857574407148,11.9702356822765,0.755426603286436,0.456486976948228,0.738111023298789,-5.63651131649937,"UFSP2",0.496077620426499,0.340571607878201,"no"
"MT-CO1",0.328772376719899,15.4682567759313,1.52971787853112,0.132762521131102,0.412895737239446,-5.04000055808774,"MT-CO1",0.277503422044239,0.876924509028351,"no"
"C4orf54",0.327713482847377,10.8375879980249,1.60558826129401,0.119508925034624,0.391972958901957,-4.71147933642678,"C4orf54",0.263441415431759,0.92259965999995,"no"
"SF3B2",0.327495025249174,11.7590307934089,3.24245422022698,0.00217776808789275,0.0486705844759287,-1.54360915441243,"SF3B2",0.0327110515484226,2.66198837045309,"yes"
"COQ8A",0.327225870683598,16.5639906034679,2.04837519256935,0.0461084332275197,0.243492075046654,-4.19557404668177,"COQ8A",0.163648780967952,1.33621963493096,"no"
"ENPP4",0.326950507042906,10.9667504978143,1.35215466044498,0.184077160375996,0.491432465853552,-5.18471261462836,"ENPP4",0.330287233987387,0.735000093831741,"no"
"RPS28",0.325993237773018,14.1398924002187,2.93113005316168,0.0051927452486739,0.0772851270185761,-2.31673131170644,"RPS28",0.0519426220386022,2.28460298297186,"no"
"TPI1",0.325793611558989,18.9098523461478,3.27660790416322,0.00197437181725857,0.0465686498987956,-1.45580526204455,"TPI1",0.0312983606788889,2.70457105684481,"yes"
"DECR1",0.325785454089019,16.7385860019029,1.9354467339727,0.0589397937344202,0.274535857193239,-4.39731336555773,"DECR1",0.184513021021555,1.2295913883395,"no"
"DLD",0.324838120685353,16.8065745777975,3.73465701168401,0.000505903575418691,0.0246817916614104,-0.227496225195678,"DLD",0.0165884048452947,3.2959322512514,"yes"
"COX5B",0.324817622524687,18.861206630235,2.59347475921059,0.0126140853080664,0.121221359810518,-3.09437332158598,"COX5B",0.0814717594257134,1.89914423623336,"no"
"ENO3",0.324549443209044,18.9202281845256,1.50775200458181,0.138283682595988,0.423009979391315,-5.07097353162633,"ENO3",0.284301111037817,0.85922906339474,"no"
"AUH",0.324504559630457,11.5320964480558,2.01730202432129,0.0493715774617484,0.249278910371665,-4.25203733644919,"AUH",0.167538059690551,1.30652299649957,"no"
"MRPL12",0.32354848291136,12.8984796060015,3.55172275576347,0.000880177099536072,0.0340589750366605,-0.728840692598451,"MRPL12",0.0228907234237478,3.05542993510788,"yes"
"GADD45GIP1",0.322988140648503,11.3144922351439,2.85111214936425,0.00649241283363125,0.085435510563932,-2.50484036049428,"GADD45GIP1",0.0574204197507586,2.187593872446,"no"
"SSBP1",0.320506784804003,13.5043906930845,3.59127911106969,0.000781682810990022,0.0326607470157135,-0.621587956414424,"SSBP1",0.0219509872491747,3.10696943796518,"yes"
"NUBPL",0.318467198806607,9.96440259134391,2.25779706760393,0.0287270992983561,0.189519970885951,-3.79003103682481,"NUBPL",0.12737462686876,1.54170822441937,"no"
"SDHA",0.317781369407641,16.0368472195976,3.55690695526408,0.000866623333587567,0.0340589750366605,-0.714821645022309,"SDHA",0.0228907234237478,3.06216962188842,"yes"
"SLIRP",0.316766212047908,13.5779291570397,3.47700441321037,0.00109950132246772,0.0357303865259863,-0.929618563823618,"SLIRP",0.0240140636912764,2.9588042439384,"yes"
"PPP1R3D",0.316625199131593,10.7960483765271,1.47606995356597,0.148342011100507,0.436843736468603,-5.01749858996903,"PPP1R3D",0.293598651754373,0.828735837472449,"no"
"MAPT",0.316380211819121,13.391750017068,2.78199459671684,0.00774226616694524,0.0924500427086924,-2.66847471310826,"MAPT",0.062134822198274,2.11113190239854,"no"
"GLS",0.31637810233263,11.3170382922796,1.92154408220283,0.060845367399243,0.279772239572596,-4.4132043635631,"GLS",0.188032345389297,1.21577248217565,"no"
"SYNPO2L",0.315828431322879,13.8835766814499,3.33867998076096,0.00164994934223734,0.0406564440484636,-1.29480088141424,"SYNPO2L",0.0273248215809406,2.78252938955853,"yes"
"PARVB",0.315781002591507,11.5364640052021,2.65822156882247,0.010690407573098,0.110696998184641,-2.95053641463998,"PARVB",0.0743984329110388,1.97100573694527,"no"
"LACTB2",0.315133046887706,12.4094675978358,2.83642560672062,0.00670085661006202,0.0854803964903044,-2.54156860694442,"LACTB2",0.057450587168454,2.17386967532257,"no"
"DCAF8",0.314356500968735,12.2893932630606,3.15287029711357,0.00280947853049703,0.0554775794754996,-1.77119535517891,"DCAF8",0.037285970192166,2.5513742823526,"yes"
"SIAE",0.314334148929305,12.3178899978352,2.63151623625412,0.0114486900795479,0.114388548179493,-3.01017752671908,"SIAE",0.0768794896617527,1.94124420098944,"no"
"MRPS31",0.314331682796531,10.8544576887569,2.93411002273286,0.00544589671244694,0.0788970865426358,-2.30192137915267,"MRPS31",0.0530260051878547,2.263930599801,"no"
"COX5A",0.314274959373968,17.0325568941317,2.49223705678084,0.0162621147268339,0.139018972731059,-3.31399103360602,"COX5A",0.093433371145635,1.78882297937683,"no"
"TNFAIP2",0.313685545044443,10.4271290352796,1.95079302277784,0.0590797950829439,0.274535857193239,-4.27505660524822,"TNFAIP2",0.184513021021555,1.22856101969897,"no"
"AGBL1",0.313606629777528,9.38780796240783,1.72673598873123,0.0944348503408042,0.351405331780684,-4.58131354834156,"AGBL1",0.236176286889539,1.02486770360888,"no"
"PHKG1",0.312246956306643,14.970489700388,1.60750642986673,0.114614082494763,0.386679995970089,-4.92708333787314,"PHKG1",0.259884063795806,0.940762017848367,"no"
"RBM8A",0.312219501066897,11.1247005346866,2.67497600265575,0.0103023696546331,0.109197543067306,-2.9091286732795,"RBM8A",0.0733906629373302,1.98706287145338,"no"
"ASPSCR1",0.311775251682835,10.384871645603,2.24863826722543,0.031986040223314,0.200311840776821,-3.70014669933549,"ASPSCR1",0.134627743224466,1.49503952095395,"no"
"HTD2",0.311166080396072,10.179387932367,1.02777320900913,0.312497462994799,0.617861397388224,-5.37320621798375,"HTD2",0.41525895440484,0.505153504117768,"no"
"HMBS",0.310586690963634,11.3802456685399,2.71462775446366,0.00923800478370891,0.102137875011014,-2.82313360408036,"HMBS",0.068645925059396,2.03442181719904,"no"
"PPT1",0.310571407874043,12.3658357800093,1.6117324879539,0.113983029673924,0.38569609688958,-4.9016366763091,"PPT1",0.259222794285946,0.94315980364241,"no"
"PPFIA4",0.310110191457591,14.1921204324358,1.38383312163787,0.172919945343562,0.475209088541746,-5.23806449239734,"PPFIA4",0.319383651520683,0.762154910409916,"no"
"MYL9",0.309697186867041,12.6752102054103,2.07032848424841,0.0439175082941186,0.237996572202902,-4.15525152053759,"MYL9",0.159955304122705,1.3573623080118,"no"
"ALDH1A2",0.308535733169228,11.9774070771498,1.49538528442082,0.14426169725634,0.432335211216244,-4.94218283663429,"ALDH1A2",0.290568513457797,0.840848962588719,"no"
"MDH2",0.307778104743409,20.106695151945,3.7081792877384,0.000548543845211332,0.0259254410777749,-0.300887088543188,"MDH2",0.017424250163466,3.26078865346335,"yes"
"TPD52",0.307649151354807,10.8284432286586,1.71347735943924,0.0947319109729797,0.351405331780684,-4.68636460278308,"TPD52",0.236176286889539,1.02350370183078,"no"
"PTCD3",0.307205134131731,12.853275588064,2.52620350756328,0.0149432149847334,0.132966940743785,-3.24103605944772,"PTCD3",0.089365856188909,1.82555595540422,"no"
"LDHA",0.307124533556649,19.7922851643371,0.949714838325063,0.347095599181371,0.648526644484701,-5.71744709406119,"LDHA",0.435868784537743,0.459550892705317,"no"
"HLA-A",0.306172994941397,12.336548423591,2.84125782642433,0.0066149776350414,0.085435510563932,-2.53021955903545,"HLA-A",0.0574204197507586,2.17947161980521,"no"
"KHDRBS1",0.306037812839747,10.5897872200946,1.90889374602898,0.0655132209484138,0.293283565208505,-4.29276918728159,"KHDRBS1",0.19711318290384,1.18367104801524,"no"
"PSMC1",0.304886358235196,12.5042063513478,4.87996073375487,1.25110502347005e-05,0.00300577981888678,3.1579754709208,"PSMC1",0.00202015693169745,4.90270623211389,"yes"
"CASP3",0.3044168852203,12.462293093489,2.60116777860022,0.0126726934381093,0.121379983993585,-3.0566120990099,"CASP3",0.0815783692781534,1.89713107091046,"no"
"BCKDHA",0.304240111789831,12.3013947877705,1.63120448594987,0.109503673412038,0.375495883641847,-4.89169035697719,"BCKDHA",0.25236732491067,0.960571311729626,"no"
"COX7A2L",0.304215715357856,10.2081145327639,1.43354508332286,0.161055350546767,0.455218211398362,-5.02797085416031,"COX7A2L",0.305947967117533,0.793024842565266,"no"
"ANKRD2",0.304117900956065,17.7583317552643,1.63972579636895,0.107712135511268,0.375409609229711,-4.87885131183242,"ANKRD2",0.2523093406729,0.96773536365958,"no"
"ATP1A1",0.303096028709701,11.9384281296552,3.99065110396182,0.000228487186469184,0.0156352854379598,0.495442499701405,"ATP1A1",0.0105083313348816,3.64113815008762,"yes"
"RBKS",0.302854458127976,14.0048464944263,1.70762261360653,0.0942779198413333,0.351405331780684,-4.77444069782576,"RBKS",0.236176286889539,1.02559000836448,"no"
"HADH",0.302352725654583,16.3908270595146,2.61470074219766,0.0119511090979911,0.117194039216015,-3.04750566968709,"HADH",0.0787650343475716,1.92259178904335,"no"
"NDUFAF4",0.302064833133935,11.6754845249189,2.89375604964392,0.00574556445936776,0.0804100113415401,-2.40606401863177,"NDUFAF4",0.0540428280104842,2.2406672986473,"no"
"ISOC2",0.300963703279697,13.8799514283255,3.67140804144274,0.000613526976247937,0.0280761630559175,-0.402354723602005,"ISOC2",0.0188697305958644,3.21216633696623,"yes"
"CHMP4B",0.300800606226277,9.30884003292469,1.1487360865075,0.258200286424539,0.569499561355765,-5.40380087267523,"CHMP4B",0.382755409841562,0.588043280301482,"no"
"MRPL48",0.300605842139907,11.3444470025484,2.21092514798629,0.0320304400270949,0.200311840776821,-3.8817682928394,"MRPL48",0.134627743224466,1.49443709505374,"no"
"PDHB",0.300233380142799,17.7677402115415,3.06536053719091,0.00359028221834671,0.0652370606514344,-1.98959259886056,"PDHB",0.0438452276013256,2.44487141185251,"yes"
"PDHX",0.299516041051927,14.3712270107228,3.50573987105417,0.00100959952472437,0.0346508979735757,-0.852687072776623,"PDHX",0.0232885493777735,2.99585086254688,"yes"
"SOD2",0.299256559863618,17.4793928091658,2.52196824265429,0.0151021877311341,0.133698932150611,-3.25017330447361,"SOD2",0.0898578208714689,1.82096013543941,"no"
"GUF1",0.298767453645882,10.4629380545066,2.51603275430051,0.0154060192027088,0.135001681949573,-3.25795639391449,"GUF1",0.0907333870124427,1.81230956515161,"no"
"EIF3G",0.297982409019738,11.8201118817869,3.72967907413968,0.000513668921153182,0.0246817916614104,-0.241314774120373,"EIF3G",0.0165884048452947,3.28931670988397,"yes"
"MFAP4",0.297567636646084,13.1534046153988,1.53605445923366,0.131202966124545,0.411473644157706,-5.03099061677675,"MFAP4",0.276547646382115,0.882056346690834,"no"
"UBE2D3",0.296434928643292,12.6552954086953,0.835553900145234,0.407900730339359,0.702076301831864,-5.78507451609374,"UBE2D3",0.471859016024478,0.389445517085284,"no"
"SIL1",0.295625758827279,9.30902758148898,1.97352638252677,0.0558998576931072,0.269047228262484,-4.25208085932569,"SIL1",0.180824164069922,1.25258929771603,"no"
"SARNP",0.29476324798352,11.59174021221,2.32940302574107,0.0244705642768023,0.173260680572277,-3.63595078903759,"SARNP",0.116446907604275,1.61135601595773,"no"
"CDK5",0.294469501301609,12.0131053101704,3.36943093073415,0.0015086313316912,0.0399026066905113,-1.21436917479799,"CDK5",0.02681817443584,2.82141687697319,"yes"
"PDHA1",0.292981273623692,17.762260619577,3.3238410742139,0.00172255496928806,0.0418390750515037,-1.33345586463254,"PDHA1",0.0281196569855235,2.76382691021711,"yes"
"PRPF40A",0.292938585212317,11.0453951286975,2.14255580862607,0.0419958312224524,0.232834579642943,-3.84945455789358,"PRPF40A",0.156485976467417,1.37679381833882,"no"
"ATP1A2",0.292910689899132,14.7503385960277,4.81219060413324,1.57096497815062e-05,0.00348391694769865,2.9485819785777,"ATP1A2",0.00234150849211512,4.80383349666943,"yes"
"RPS26",0.292389396946355,11.8710580572615,3.33130577839453,0.00172948508855442,0.0418390750515037,-1.32196754922554,"RPS26",0.0281196569855235,2.76208317807659,"yes"
"ETHE1",0.291883711353069,13.0356959033622,4.90376837173856,1.15471186476313e-05,0.00300577981888678,3.23173529846324,"ETHE1",0.00202015693169745,4.93752637174989,"yes"
"CHD2",0.290812626160257,13.6215828453982,0.475197474457914,0.637156312019943,0.85279556525232,-5.98367870526767,"CHD2",0.573156044777547,0.195754010176504,"no"
"CAPNS1",0.28972013307917,13.2005647119752,3.4140405769078,0.00132392134147004,0.0391763340336587,-1.09691716452512,"CAPNS1",0.0263300532724654,2.87813781699625,"yes"
"CD2AP",0.289250294606948,10.6681740645782,1.71359239084033,0.0937731562290546,0.351405331780684,-4.72346543324397,"CD2AP",0.236176286889539,1.02792146620597,"no"
"PSMB7",0.288895101740605,12.8566659196302,2.36144671352723,0.0223826019773599,0.166693943707182,-3.58785376684276,"PSMB7",0.112033464239828,1.65008942814171,"no"
"EEF1A2",0.287869004331188,18.0811248817863,4.00710536717562,0.000216946844396667,0.0156352854379598,0.542695518304226,"EEF1A2",0.0105083313348816,3.66364666252523,"yes"
"AK2",0.287753886324108,14.3219781936341,4.07613244767797,0.000174393873672342,0.014365072508496,0.74189521815044,"AK2",0.00965463292421812,3.75846877557908,"yes"
"S100A6",0.287124783610873,12.1992659021073,1.91100211544129,0.0620890196921608,0.283285183985192,-4.43971208866389,"S100A6",0.190393362973214,1.20698519706569,"no"
"TACO1",0.286494313501766,13.4691348086582,2.72150691649131,0.0090738809958459,0.101395344616371,-2.80746441126946,"TACO1",0.0681468772201937,2.04220692081459,"no"
"SHOC2",0.285470576463037,10.7401796286776,1.81925744207543,0.0759732227463525,0.316518498811755,-4.55044782499192,"SHOC2",0.212729167774455,1.11933945064887,"no"
"MRPS10",0.285267037750302,10.0177946167531,1.593920118337,0.12103785333812,0.393225597441013,-4.7700992202581,"MRPS10",0.264283302256497,0.917078787328528,"no"
"DUSP13",0.2850980912089,11.0334854428647,2.20534472445604,0.0325585961811984,0.202298346531024,-3.88723651805144,"DUSP13",0.135962855445259,1.48733432871841,"no"
"DNAJC21",0.284838689275821,12.9957042503309,1.93874453873163,0.0587924509590804,0.274535857193239,-4.37463272836558,"DNAJC21",0.184513021021555,1.23067843442197,"no"
"HNRNPR",0.284780896402326,10.4260118391975,2.24920050305675,0.0294182302508368,0.191647925955145,-3.79983884040795,"HNRNPR",0.128804805871348,1.5313834572174,"no"
"MTFMT",0.28433463396996,9.13986221366204,1.44583369033141,0.158524931832878,0.45210914536938,-4.97711618643107,"MTFMT",0.303858392475342,0.799902424891427,"no"
"ACO1",0.282828353249959,14.4152470172188,3.48502997813967,0.00107365176515551,0.0356755717372393,-0.908168420664031,"ACO1",0.0239772231766283,2.96913655755192,"yes"
"ARID4A",0.282742225527386,11.4825336494546,1.93272852876986,0.0592830852109358,0.274779959265479,-4.40205059756974,"ARID4A",0.184677079776018,1.22706920288266,"no"
"ATP5PF",0.282567636564657,17.6501194910219,2.02199364103635,0.0488664168930704,0.247626072954506,-4.24355819161112,"ATP5PF",0.16642720288585,1.31098950424208,"no"
"COQ7",0.282494489604984,13.601412629428,3.40660233845769,0.00135314688543121,0.0391763340336587,-1.11656399416503,"COQ7",0.0263300532724654,2.86865505774842,"yes"
"PPIL1",0.282326156095053,12.3177200681578,2.21581121224864,0.0315636380166589,0.199120280967237,-3.87917989038281,"PPIL1",0.133826906851243,1.50081294590929,"no"
"POLR1B",0.282323572230192,11.8741882279987,1.25438354195256,0.221216424831801,0.534931622795674,-5.13229180439408,"POLR1B",0.359522616721498,0.655182630762466,"no"
"SUGP2",0.282087723710566,13.1675390345896,2.19932143287204,0.0328984550625121,0.20308778970881,-3.90558931443633,"SUGP2",0.136493432933925,1.48282449638376,"no"
"FUCA1",0.281975680883784,11.00754760895,1.85800992815461,0.0771157081263326,0.318973581819537,-4.2730289276925,"FUCA1",0.214379206451573,1.11285714908602,"no"
"PGK1",0.281537255336122,19.6382347120121,1.4764144840628,0.146474656439975,0.434004557570861,-5.11445921453844,"PGK1",0.291690465767308,0.834237511967983,"no"
"NUDT2",0.281242819818251,11.5617343610527,2.79073260832732,0.00761971118426052,0.0915317806009295,-2.64546021879552,"NUDT2",0.0615176666932512,2.11806148974427,"no"
"RPS23",0.280131850401844,10.9245063455948,2.04203531624559,0.0472840755982573,0.246384940909743,-4.17302501388062,"RPS23",0.165593049469946,1.32528509698405,"no"
"PGM1",0.279835382376355,19.6386442658357,2.26193180706138,0.0283477389964807,0.188061584992345,-3.7885110190007,"PGM1",0.126394459142054,1.54748157453159,"no"
"DNAH10",0.2793729301589,14.3938359421481,0.93651854780621,0.353984121305318,0.656293390175712,-5.70784825294881,"DNAH10",0.441088742781469,0.451016218720387,"no"
"ATP5F1B",0.278701599254358,20.0855892700559,2.44244456049226,0.0183867324101304,0.149070649809886,-3.41958438684039,"ATP5F1B",0.100189010729873,1.73549544435295,"no"
"PTRHD1",0.278300346454945,12.5715065520276,2.87379823979325,0.0060627398475692,0.0832327570501999,-2.45344727371722,"PTRHD1",0.0559399694025242,2.21733106696034,"no"
"RPS14",0.27803792932667,12.1241946231127,2.696320224617,0.00968819476897773,0.106201770034079,-2.8646954628178,"RPS14",0.0713772314741077,2.01375713883259,"no"
"CELF1",0.27803129971142,12.2379155324151,1.84996362349659,0.070721595240727,0.306602043727843,-4.53648530389805,"CELF1",0.206064409647544,1.15044795166536,"no"
"FUNDC2",0.276844057084752,12.6599395565479,2.8424993549891,0.00659307846301531,0.085435510563932,-2.52730151872536,"FUNDC2",0.0574204197507586,2.18091175576672,"no"
"SPRYD4",0.275440297069967,10.9204422252357,1.94697610691525,0.0577682762769145,0.273654013541137,-4.36030068952993,"SPRYD4",0.183920342025152,1.23831059099404,"no"
