"","logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","q","-log10p","regulated"
"THAP4",0.0865153696774446,12.1802159389329,1.12097660909764,0.267969736657438,0.578261041005535,-5.54844009960603,"THAP4",0.388643919617026,0.571914250541431,"no"
"PTGR3",0.0863356016620163,9.61022887095496,0.444614698818004,0.659320625895789,0.865189515001166,-5.92250702809471,"PTGR3",0.581485904249926,0.180903337766673,"no"
"NDUFAF3",0.0862786659194743,13.5482308488954,0.804625222774528,0.425071039819553,0.714565485597535,-5.83955704720935,"NDUFAF3",0.480252881402418,0.371538482600505,"no"
"COPS7A",0.0860120038614127,14.2556484164236,1.59108662477712,0.118267288042157,0.389228985645592,-4.95133543715842,"COPS7A",0.261597216279376,0.92713536177386,"no"
"STOML2",0.0860101816154977,12.3604977361598,0.792853658429177,0.431831068357528,0.719314439388464,-5.84860528646497,"STOML2",0.483444609505313,0.364686115288379,"no"
"ACTB",0.0859864276556621,17.3124720601316,1.61067135211355,0.113920568218809,0.38569609688958,-4.92238321702326,"ACTB",0.259222794285946,0.943397857505694,"no"
"EIF4G2",0.085874068890579,11.622751177689,1.13075824826266,0.263870745378255,0.574582015390815,-5.53798596874536,"EIF4G2",0.386171280386845,0.578608756142431,"no"
"FKBP1A",0.0854381165183469,13.4941719288401,0.967632305675812,0.338160981810376,0.644722949954363,-5.70101803912341,"FKBP1A",0.43331235647763,0.470876504254595,"no"
"NUDT3",0.0852202372834547,11.4487163953052,0.629763520688044,0.532020492200009,0.792979832175439,-5.94120653710067,"NUDT3",0.532954441506228,0.274071639362871,"no"
"RPS12",0.085123799987386,15.5661754317043,1.24305705516555,0.219987256528984,0.534931622795674,-5.41185196468413,"RPS12",0.359522616721498,0.657602476357061,"no"
"PCYT1A",0.0848544655716292,12.3210579980894,1.21134907833807,0.231792548223779,0.545962350105518,-5.44860076254571,"PCYT1A",0.366936266948513,0.634900530051945,"no"
"EMC1",0.0848537933412832,11.4070789448851,0.711692166670068,0.480158824363649,0.755569124230399,-5.90745161716863,"EMC1",0.507811049265717,0.318615085258536,"no"
"ALDH1B1",0.0848430501269171,14.4369697427359,0.525741989133821,0.601529314933276,0.833272306509244,-6.01876808087869,"ALDH1B1",0.560034642394269,0.220743202898484,"no"
"PRCP",0.0848251494962682,13.2715404423278,0.450149720619798,0.655927653167292,0.864073675417748,-5.83713942631119,"PRCP",0.580735958743293,0.183144059348304,"no"
"IQGAP1",0.0846554573901788,12.9337236762464,1.00400109485684,0.320498375038279,0.62686351101449,-5.6667656988643,"IQGAP1",0.421309192059561,0.494174168059977,"no"
"TUBB",0.0845173811376938,15.5268882347693,1.22733434057512,0.22578421097382,0.538854205494638,-5.43018522370143,"TUBB",0.362158948424731,0.64630643143982,"no"
"DDAH1",0.0845062871043822,15.0745702990874,0.43641277964125,0.66452738980825,0.867940521779302,-6.06049222822293,"DDAH1",0.583334830567509,0.177487114047905,"no"
"HNRNPA2B1",0.0842246529985982,15.5805161690008,1.63571188428744,0.108553022948649,0.375409609229711,-4.88490646492476,"HNRNPA2B1",0.2523093406729,0.964358077952194,"no"
"ECHDC3",0.0840011880758649,14.0288624226627,0.439179680723198,0.662624120837779,0.867620597548983,-6.03910164451029,"ECHDC3",0.583119812438957,0.178732758982162,"no"
"RPL9P9",0.0839711303502053,13.6847709175843,0.90500753273137,0.370157564887771,0.671182732724968,-5.74836975878,"RPL9P9",0.451095732771321,0.431613370541017,"no"
"VPS26A",0.0838859190611903,12.1046518578608,1.16469225026909,0.250123381819209,0.562707752492604,-5.49088432001118,"VPS26A",0.378190697660229,0.601845708027942,"no"
"HTRA2",0.0836593263999195,11.7097755922488,0.871943204365021,0.387653906328428,0.686126997911024,-5.78532910041877,"HTRA2",0.461139635759504,0.411555835354133,"no"
"APIP",0.0832651883592792,15.6339361139414,0.485070047846379,0.62991922011134,0.847215419210858,-6.02803566777743,"APIP",0.569405680018721,0.200715140243634,"no"
"EML2",0.0832125823549497,11.9364453845028,0.390796718755549,0.697744114382091,0.881003354093157,-6.06812863682079,"EML2",0.592114239851124,0.1563038181889,"no"
"PPP1R12A",0.0829468827929034,11.114550776344,0.603113528184988,0.550194185362884,0.801520887519553,-5.84972291001032,"PPP1R12A",0.538694806136067,0.259484003692169,"no"
"PSMD6",0.0828064150398831,12.8959422850559,1.36224674307456,0.179586666724256,0.485641067075228,-5.26582959265132,"PSMD6",0.326394888209848,0.745725910335943,"no"
"PF4",0.0828036635936744,12.5379691929637,0.334243069832904,0.739742333813117,0.897718083528683,-6.07927741132152,"PF4",0.603348055554607,0.13091952687691,"no"
"CNST",0.0827140032199178,10.8558098884246,0.526236449631449,0.601188435842216,0.833272306509244,-6.01851580600216,"CNST",0.560034642394269,0.220989381874577,"no"
"NAP1L4",0.0826951981413018,15.3205216942316,1.02862663568635,0.308898480474765,0.614175392557757,-5.64288728828269,"NAP1L4",0.412781624508036,0.510184228063223,"no"
"CKM",0.082616888787868,20.7760301972157,1.34729395935083,0.184319076286867,0.491432465853552,-5.28482663848043,"CKM",0.330287233987387,0.734429714713705,"no"
"ANP32B",0.0824751707711684,12.4834461411725,1.02680184309887,0.31010135970655,0.615294026176175,-5.6116310505129,"ANP32B",0.413533447859859,0.508496329500317,"no"
"SRL",0.0824498551702106,17.940166851864,0.938067043373518,0.352986238488787,0.654864430864333,-5.72796905238133,"SRL",0.440128352389646,0.452242225674165,"no"
"FIS1",0.0824018935029258,13.9426299787903,0.821949913529162,0.415238874276828,0.707833047464829,-5.8260047921011,"FIS1",0.475728071742192,0.381701995011213,"no"
"UQCC2",0.0823985265008407,10.9529322506874,0.398218084096723,0.692304059981401,0.879644162594262,-6.06528295874526,"UQCC2",0.591200739763478,0.159703121483538,"no"
"CSRP3",0.0821644951009297,16.9759521143617,0.611750653869413,0.543638770415733,0.799949735532324,-5.97136989124444,"CSRP3",0.537638849356463,0.264689578471563,"no"
"EEFSEC",0.0819773706115612,11.0288231349217,0.7322396680956,0.46887103565801,0.74811541638024,-5.75096728568346,"EEFSEC",0.502801480871608,0.328946594820168,"no"
"XRCC6",0.0819444867268135,13.6332863453286,1.25322156100736,0.216298712494021,0.531052716943155,-5.39988382933577,"XRCC6",0.356915639824478,0.664946065666809,"no"
"EIF1",0.0818275100213892,14.1936437479677,1.16993818043322,0.247900477957585,0.561215211133687,-5.49525359689114,"EIF1",0.377187574359874,0.605722635902039,"no"
"EDF1",0.0817781205256178,12.2587800025442,0.804885727090604,0.424922165525666,0.714565485597535,-5.83935534417218,"EDF1",0.480252881402418,0.371690613898936,"no"
"SKIC3",0.081687397006057,10.6068228194089,0.844871234261389,0.402445694606097,0.695594087259818,-5.80764423147845,"SKIC3",0.467502379314702,0.395292714362121,"no"
"AHSA1",0.08134138599568,11.6588740392894,0.822824691207721,0.414746122011003,0.707833047464829,-5.82531306370583,"AHSA1",0.475728071742192,0.382217666056093,"no"
"GATD1",0.0812884883764653,11.1326815591388,0.750766655290013,0.456959909455783,0.738461557713578,-5.82912770425073,"GATD1",0.496313211378099,0.340121900293111,"no"
"MEMO1",0.0811571698920925,11.997539055958,1.06089448784142,0.294137169273418,0.599880908255643,-5.61076355107233,"MEMO1",0.403174433267178,0.531450091472652,"no"
"PPP6C",0.0810486253726435,9.49147049962932,0.548997286867573,0.58604452291973,0.82498357401249,-5.93599388758174,"PPP6C",0.554463861626135,0.232069388548736,"no"
"CTBP1",0.080979737142286,12.0264119091805,1.13810163594879,0.26082296964965,0.572698112338112,-5.53008133092934,"CTBP1",0.384905126496712,0.583654164654742,"no"
"MAPK1",0.0809578834355307,13.4397299641872,1.28654291738979,0.204529231180943,0.515886066049571,-5.36001336542825,"MAPK1",0.346722273450538,0.689244614143858,"no"
"PFKL",0.0808440717629182,16.0429202887249,0.490728747334828,0.625892462411612,0.846205776543142,-6.03603581543129,"PFKL",0.56872710848101,0.203500278599691,"no"
"HAX1",0.0808248658300474,12.1964547896847,0.525065820106937,0.602048634914587,0.833272306509244,-6.0101564371074,"HAX1",0.560034642394269,0.220368423988234,"no"
"MRPL45",0.0807207974233073,11.2796085045926,0.695676858194308,0.490116564676474,0.763374422453957,-5.90773912207576,"MRPL45",0.513056918311483,0.309700619205352,"no"
"CCDC25",0.0805055826730765,11.0320139186127,0.407365008121518,0.685751881924322,0.875229531622679,-6.02277628394966,"CCDC25",0.588233706948203,0.163832991877677,"no"
"SMPX",0.0805015926474333,16.603530372371,0.430539388727099,0.668763271845277,0.867940521779302,-6.06296662058011,"SMPX",0.583334830567509,0.174727586156547,"no"
"CAP2",0.0804788833699259,14.838341225617,1.35827500182015,0.180834500146133,0.487694914800096,-5.27089441072767,"CAP2",0.327775260348876,0.742718709957295,"no"
"DNAJA2",0.0800480960130265,14.8829162516312,1.26345462879635,0.212631900595228,0.527281772576232,-5.38774316992552,"DNAJA2",0.354381222847553,0.672371578885315,"no"
"ST13",0.0798648788002652,14.568038106562,1.15518386811226,0.253830655792691,0.564220339745821,-5.51150674190731,"ST13",0.37920729362151,0.595455928192416,"no"
"RPS21",0.0795654161558321,13.8128898127885,1.35267536003862,0.182605056606543,0.491091770705842,-5.27801199920877,"RPS21",0.330058255916565,0.738487200372847,"no"
"SAMM50",0.0793367670027436,16.3930506871489,0.747158022858471,0.458674765225305,0.738748239186901,-5.88249881621159,"SAMM50",0.496505887355856,0.338495152662588,"no"
"CUL2",0.0791954228934202,11.6519344648747,1.28746129321646,0.204211792196043,0.515654576840843,-5.35890071134177,"CUL2",0.34656669168547,0.689919183219706,"no"
"PPIB",0.0790711273105895,14.2476782326028,0.962021592935654,0.340942253571405,0.644722949954363,-5.70619436582827,"PPIB",0.43331235647763,0.467319172558875,"no"
"PRMT7",0.0790225112082279,10.7860993776874,0.50655369848089,0.614986075367688,0.842147479538394,-5.9996555980819,"PRMT7",0.565999564442849,0.211134717491963,"no"
"TMEM65",0.0788094675081421,11.4421298019898,0.414719245819784,0.680667749086631,0.873860819657638,-5.97623723831912,"TMEM65",0.587313808242948,0.16706482633903,"no"
"DRG2",0.0786920194946603,11.0664983107003,0.918930504700026,0.362804981682926,0.664755413633227,-5.74498465600357,"DRG2",0.446775990808245,0.440326758264226,"no"
"ALAD",0.0786809819061016,13.0726861899833,0.698711347340217,0.488161580758094,0.761726558946911,-5.91628804454665,"ALAD",0.511949404425957,0.311436403372994,"no"
"POLDIP2",0.0780321519414269,12.033052267327,0.908172577960063,0.368401516358458,0.670439958027305,-5.75440192503302,"POLDIP2",0.450596520738309,0.433678590894419,"no"
"MPI",0.0779767400610556,15.1725577181162,1.17709400307314,0.245060652562938,0.559833487590293,-5.48730093802635,"MPI",0.37625893069265,0.610726414356212,"no"
"SERPINF1",0.0778887222353131,12.5192718070051,0.734057954445914,0.466544935668177,0.746420116277111,-5.89185365657918,"SERPINF1",0.501662085286767,0.331106520464356,"no"
"TMEM43",0.0777592220766188,13.4976993050917,0.989435156383243,0.3274963032312,0.635461931262025,-5.68062926537766,"TMEM43",0.427088111112633,0.484793597948082,"no"
"NDUFS8",0.0777146576879879,17.5918303923599,0.86508097890665,0.391370621441335,0.690527234770728,-5.79104998859525,"NDUFS8",0.464096994424761,0.407411778128153,"no"
"FNTA",0.0774400327102107,11.772138732681,1.02352697027532,0.311276870962756,0.616703946597857,-5.64787759240102,"FNTA",0.414481042389273,0.506853147825102,"no"
"ENO1",0.077032618210314,17.6543124328642,1.15632881823042,0.253366851143061,0.564220339745821,-5.51025243562015,"ENO1",0.37920729362151,0.596250205977328,"no"
"ARHGDIA",0.0767261871749714,15.6091650801702,1.17722553280045,0.245008675669656,0.559833487590293,-5.48715433493978,"ARHGDIA",0.37625893069265,0.610818537150775,"no"
"LCMT1",0.0766295519954365,13.6094937182124,1.17267886560331,0.246810026714567,0.561215211133687,-5.49221311316018,"LCMT1",0.377187574359874,0.607637200966371,"no"
"CDK4",0.0765508190341162,10.939062359707,0.611403829531662,0.545508560546843,0.799949735532324,-5.76378957791204,"CDK4",0.537638849356463,0.263198429733596,"no"
"DYNLRB1",0.0764769839187291,12.7263700753237,1.12905441749714,0.264581507053175,0.574821767019069,-5.53981311281834,"DYNLRB1",0.386332415247974,0.577440514137296,"no"
"DHRS7",0.0763721438153038,14.5810933818057,0.752348916123565,0.455577584825956,0.738030913173637,-5.87874730872098,"DHRS7",0.496023779149234,0.341437652077305,"no"
"COPZ1",0.0761353343224709,12.4256101227066,0.687777122022608,0.495032391602593,0.768126149079804,-5.91301193065268,"COPZ1",0.516250510011187,0.305366382815896,"no"
"COL15A1",0.0760506685041555,14.4610105067115,1.07982623645264,0.285707406314316,0.594296141705752,-5.59147708177206,"COL15A1",0.399420963107194,0.544078501375228,"no"
"SLC25A11",0.0759771580672499,15.8221967024083,0.783007532992556,0.437534455884086,0.723286603390953,-5.85607391618515,"SLC25A11",0.486114264345979,0.358987740559144,"no"
"PSME1",0.0759318627550858,14.58548396535,1.20025954217777,0.236029042785621,0.54832532663251,-5.46124335415847,"PSME1",0.368524401708234,0.627034554887962,"no"
"TUBA1B",0.0757005113542615,14.6547909214016,0.541315571683431,0.590836470258078,0.828081288592144,-6.0107099367819,"TUBA1B",0.556545807063784,0.22853270506119,"no"
"PALMD",0.0756755045840531,12.5604362342454,0.884327307566474,0.381002850926514,0.678882088517391,-5.77489417695039,"PALMD",0.456270398884899,0.419071774620914,"no"
"PPM1A",0.075517086340076,12.9373018566813,1.29059481380315,0.203131467012313,0.515369573627938,-5.35509875744487,"PPM1A",0.346375143651084,0.692222795003556,"no"
"RPA3",0.0753884363232995,10.6999700367613,0.861362963930188,0.393487490051283,0.691605696521012,-5.78364674627886,"RPA3",0.464821818634012,0.405069070390203,"no"
"CAV1",0.0752392816071659,14.5556834552242,0.846173441906281,0.401726280709979,0.695594087259818,-5.80658643730761,"CAV1",0.467502379314702,0.396069756035365,"no"
"TAF15",0.0751716963050875,13.4551846698649,0.774102075968946,0.442731289998131,0.72819427433325,-5.86275077898625,"TAF15",0.489412664784453,0.353859783209062,"no"
"LYRM7",0.0749170047707057,14.0553941215849,0.610892065678753,0.544202252915453,0.799949735532324,-5.97187792606562,"LYRM7",0.537638849356463,0.264239664638723,"no"
"NDUFB9",0.0748607834424977,15.678047359841,0.651322432745517,0.51799756912335,0.784626114126808,-5.94719415030731,"NDUFB9",0.527339984547221,0.285672278321934,"no"
"HSPB6",0.0746288719161896,17.8612870009587,0.335272961442663,0.738905017967551,0.897718083528683,-6.09844964358392,"HSPB6",0.603348055554607,0.131411384100027,"no"
"ATE1",0.0740732845579792,11.1115975010023,0.6654593889667,0.50921516307613,0.777621721453261,-5.90964670746446,"ATE1",0.52263239674492,0.293098672688756,"no"
"SOD1",0.0739644889086648,17.2751664812413,1.27009943335755,0.210275802218328,0.523932751963715,-5.37981042962669,"SOD1",0.352130376939858,0.677210701482476,"no"
"NDUFAB1",0.0739032357908158,17.6634026972873,0.752194654828133,0.455669450381226,0.738030913173637,-5.8788591600388,"NDUFAB1",0.496023779149234,0.341350087010262,"no"
"MLYCD",0.0737868354151772,11.6029704112703,0.575376630074857,0.567770027722108,0.813782329613565,-5.99227722400622,"MLYCD",0.546935608434088,0.245827537379847,"no"
"TKT",0.073463157631517,12.0098538785484,0.727862915802647,0.470371037444894,0.749629464319309,-5.88564757629633,"TKT",0.503819058546397,0.327559427291405,"no"
"SLC25A3",0.0733775260083434,17.5501903080749,0.627102271530865,0.533614501764953,0.794223339488054,-5.96216778568468,"SLC25A3",0.533790191317777,0.272772376334916,"no"
"IPO5",0.0732335125156851,14.5578128886641,1.09566972773043,0.278783443596737,0.587523880036107,-5.57508783057183,"IPO5",0.394869388414584,0.554733021707757,"no"
"IGHV1-18",0.0732177108552836,11.2163995299615,0.501191072703384,0.619190233603238,0.844430200320783,-5.92452950964654,"IGHV1-18",0.567533760055813,0.208175902334324,"no"
"LRRC14B",0.0727909550900154,10.4076924702294,0.409112418303594,0.684389605287555,0.875229531622679,-6.04961378727521,"LRRC14B",0.588233706948203,0.164696595274331,"no"
"GSTM2",0.0725066082120414,17.080416699945,0.765263894623954,0.447924707205187,0.732234931328126,-5.86930365974706,"GSTM2",0.492128353134451,0.348794981522859,"no"
"QDPR",0.0724720005509294,14.5313713774335,0.592527344358896,0.55632612849541,0.806548377567238,-5.98257637410426,"QDPR",0.542073735891685,0.254670542441161,"no"
"UBQLN1",0.072457354721946,13.3859714873088,0.86513487750069,0.391341342184211,0.690527234770728,-5.79100522486108,"UBQLN1",0.464096994424761,0.407444269824715,"no"
"NDUFB11",0.0720652592223736,13.3026650227077,0.715600711049142,0.477763717001336,0.754324490362546,-5.9047597988267,"NDUFB11",0.506974542306767,0.320786835131203,"no"
"SIRT2",0.0720192659118482,11.8030732695742,0.676169048367916,0.502233773143395,0.773361988975586,-5.93125484439379,"SIRT2",0.519769469780715,0.299094086133972,"no"
"ATP6V1F",0.0718199610384662,10.26093024143,0.413416492538445,0.681882917333817,0.874496641758628,-5.90768696582972,"ATP6V1F",0.587741138420817,0.166290189450643,"no"
"RGN",0.0715227814071753,10.5013652912583,0.420206609475359,0.676325781699681,0.872024699749634,-6.0451473493929,"RGN",0.586079768964263,0.169844056850142,"no"
"SMYD5",0.0712895979092281,11.3003166363775,0.650846327501157,0.518302190688654,0.784626114126808,-5.94749385994371,"SMYD5",0.527339984547221,0.285416955540203,"no"
"TXLNB",0.0710101577303561,14.4475296428935,0.876284801010393,0.385313919402132,0.683606172083905,-5.78168703425709,"TXLNB",0.45944541193903,0.414185301886697,"no"
"PSMD1",0.0709115571972205,12.5551349243234,1.31010164601244,0.196502641520852,0.505818853129122,-5.33123795241641,"PSMD1",0.339956192370237,0.70663160717039,"no"
"MYH11",0.0708277441623224,10.7612068760407,0.492614557379655,0.624838786396709,0.846067559242868,-5.979891127313,"MYH11",0.568634213906539,0.204232019791381,"no"
"VIM",0.0707447805765469,16.8823051611061,0.694363044100406,0.490858848787537,0.764117743549929,-5.91921247486377,"VIM",0.513556497573766,0.309043375505784,"no"
"SENP8",0.0707228981783299,11.1123422518115,0.788039737806536,0.434698882447212,0.721897494489562,-5.84173150547945,"SENP8",0.485180657047669,0.361811476320856,"no"
"LGALS3BP",0.0700878022456521,11.1680777657561,0.270660099999962,0.788556947569223,0.922994584865818,-5.89782872879296,"LGALS3BP",0.620336159295414,0.103166937563983,"no"
"DCAF11",0.0699407573655897,11.4616953576505,0.611141809480482,0.544101559241423,0.799949735532324,-5.96109737710764,"DCAF11",0.537638849356463,0.264320029526965,"no"
"PLOD1",0.0698701550671981,15.9229668976054,0.619695761197179,0.538438734305458,0.798517937758557,-5.96663540750694,"PLOD1",0.536676551260212,0.268863705303339,"no"
"TXN2",0.0698393303982598,15.3532252425869,0.558389069567854,0.579218522832916,0.819515944127373,-6.00160895695333,"TXN2",0.550789117939664,0.237157558282771,"no"
"DDX3Y",0.0697800474465033,13.7827784350648,1.21518215582109,0.230341246147491,0.545690277894953,-5.44420553696804,"DDX3Y",0.366753409721699,0.637628287956906,"no"
"CDC5L",0.0696616669728858,13.2277844302987,0.365130299041011,0.716645478699743,0.885213759679245,-6.08827294487683,"CDC5L",0.594944014665815,0.144695634738677,"no"
"SEPHS1",0.0696077926234864,11.2122148133888,0.5812012689606,0.563870491073325,0.810388148436888,-5.98901414365182,"SEPHS1",0.544654410527169,0.248820632667105,"no"
"PFN2",0.0696010206145186,14.8475536562386,0.617991292795672,0.539552128163043,0.798651350265935,-5.96765616023602,"PFN2",0.536766216577632,0.2679665901286,"no"
"BORCS7",0.0694029492978263,11.0890635294046,0.731540266750112,0.469159523496783,0.74811541638024,-5.77404571582937,"BORCS7",0.502801480871608,0.328679463479504,"no"
"ODR4",0.0693352959523708,9.76398507753022,0.451497055621967,0.653999543368863,0.863554367152155,-5.99006685157405,"ODR4",0.580386936441049,0.184422554905782,"no"
"HOOK3",0.0693301059550802,10.9432241450644,0.583539106009862,0.562309085903612,0.810388148436888,-5.98769533406852,"HOOK3",0.544654410527169,0.250024899016078,"no"
"THNSL1",0.0693103756379845,12.0546424931859,0.821344509126224,0.415580100591011,0.707833047464829,-5.82648309609946,"THNSL1",0.475728071742192,0.381345256135128,"no"
"FNTB",0.0691084791187428,10.3914654858259,0.485172844653084,0.629798434419326,0.847215419210858,-6.03866768811874,"FNTB",0.569405680018721,0.200798423286475,"no"
"BRCC3",0.068898549553067,12.373224477712,0.604367666535277,0.54855634095452,0.80115903291382,-5.9667833074598,"BRCC3",0.538451606988397,0.260778760415514,"no"
"PFDN1",0.0687888967811041,12.5258767698903,1.14114350152332,0.259567871621173,0.57144964812684,-5.52679282659266,"PFDN1",0.38406604519923,0.585749063956177,"no"
"EPHX2",0.0686584473044931,13.2935398764674,0.510803679533221,0.611869870087441,0.841612994018174,-6.02627915320317,"EPHX2",0.565640341647559,0.213340931959314,"no"
"DTYMK",0.0684598465111232,11.5654852718479,0.416478168494289,0.679171255362644,0.872920765561494,-6.01933874993467,"DTYMK",0.586682006543248,0.16802070306675,"no"
"BDH1",0.0682013876544421,14.1560011538163,0.319362776815646,0.750860859507921,0.903868959361108,-6.10351993344125,"BDH1",0.607482002549263,0.124440533763426,"no"
"LMOD2",0.0682010655571315,11.881481813197,0.81804828150054,0.417440962377327,0.709182259595659,-5.82908130222915,"LMOD2",0.476634864788476,0.379404937010909,"no"
"ECHS1",0.0680949314593242,16.0361398572262,0.505627676559282,0.61547164043961,0.842147479538394,-6.02883175910289,"ECHS1",0.565999564442849,0.210791953592678,"no"
"CLYBL",0.0680878504982925,11.2218849040326,0.354466254245322,0.724842546335448,0.891127836775742,-6.01652772126534,"CLYBL",0.598918811411076,0.139756322648565,"no"
"NIBAN2",0.0680166438471232,11.114430857625,0.485583761075246,0.630036434878028,0.847215419210858,-5.94143542217976,"NIBAN2",0.569405680018721,0.200634334659222,"no"
"TOMM22",0.0679281910900968,11.3890907718768,0.634701051122996,0.528688564280091,0.791385841546989,-5.95752998107793,"TOMM22",0.531883135086213,0.276800083435944,"no"
"STAM",0.0679194087712087,11.4004450642995,0.740035293330531,0.463023360218408,0.742847160550735,-5.87703862088373,"STAM",0.49926073465159,0.334397097625619,"no"
"VWA8",0.0678619914930803,12.1121116039855,0.526255430326439,0.601175352421008,0.833272306509244,-6.01850611733927,"VWA8",0.560034642394269,0.220998833352892,"no"
"VAPA",0.067572864931563,14.977675875543,1.12265475682796,0.267263318494369,0.578087415781134,-5.5466526809801,"VAPA",0.388527227702872,0.573060643445699,"no"
"ATP5PB",0.0671177379028087,17.9971601602664,0.539441597722266,0.592118358199232,0.829080731757351,-6.01169186697335,"ATP5PB",0.5572175236098,0.227591473724576,"no"
"VAMP3",0.0671086812288486,13.1838491755859,0.66506875224748,0.509243777351286,0.777621721453261,-5.93844808493896,"VAMP3",0.52263239674492,0.29307426910936,"no"
"PNPLA6",0.066999397050834,9.48589365793359,0.406271761869604,0.687722529327503,0.876493438985041,-5.81787906432007,"PNPLA6",0.589083167445294,0.162586748229812,"no"
"THOC2",0.0662582439335893,17.7098561686978,0.347612600929559,0.72967676788497,0.893655458152955,-6.09434837769831,"THOC2",0.600617602458177,0.136869480991377,"no"
"RABGAP1",0.0660066641484747,15.0261922464795,0.275017824011539,0.784503025722212,0.9206998678397,-6.11635632753614,"RABGAP1",0.618793901117531,0.105405377058655,"no"
"PACSIN2",0.0656802448074636,12.2055903639972,0.960753404380139,0.341572993070734,0.644722949954363,-5.70736036725209,"PACSIN2",0.43331235647763,0.466516474704415,"no"
"YWHAG",0.0654502779051462,15.8795922896864,1.09851697401623,0.277551724001888,0.585784495093296,-5.57211850702127,"YWHAG",0.393700363815034,0.556656070720226,"no"
"RNF170",0.0653884702921257,10.760567016639,0.37351430345024,0.710635929508411,0.882327039092484,-6.03579708488107,"RNF170",0.593003876347441,0.148352838511808,"no"
"PCBP1",0.0653200770965014,14.9890817715786,1.01379080250906,0.315852176982671,0.622008474765342,-5.65733919857674,"PCBP1",0.418046166913564,0.500516125423712,"no"
"AOC3",0.0649529468641941,14.6066768618926,0.287508077551599,0.774982067849297,0.91637081905834,-6.11293384910072,"AOC3",0.615884387304054,0.11070834642814,"no"
"HSP90B1",0.0647689143617232,14.2688110773508,0.961767883600913,0.341068375462608,0.644722949954363,-5.7064277500959,"HSP90B1",0.43331235647763,0.467158547373022,"no"
"PGRMC2",0.0644335716647948,14.2289581403159,0.815283070635213,0.419005945080843,0.710167042720793,-5.83125311793614,"PGRMC2",0.477296728456586,0.377779814987195,"no"
"CASTOR2",0.0644116533713408,10.8213392351478,0.382847949905446,0.705043735815603,0.881420697877308,-5.77880278034886,"CASTOR2",0.592394732764529,0.151783941683447,"no"
"STRAP",0.0642569210209345,13.8395456611733,0.97012530812437,0.336930020405267,0.644722949954363,-5.69870878066137,"STRAP",0.43331235647763,0.472460291733315,"no"
"PYGB",0.0640110686592728,18.0082737783295,0.50860198671528,0.61340076249679,0.84173321238346,-6.0273680846661,"PYGB",0.565721139303604,0.212255688497089,"no"
"LYRM4",0.0638623524108421,10.2592291822833,0.448408973154373,0.656957482657839,0.86465560367276,-5.85797767628423,"LYRM4",0.581127067363667,0.182462736444159,"no"
"CARS1",0.0637610882712014,11.1920262637008,0.533949818681211,0.595993074550127,0.831499130204565,-5.99253351856026,"CARS1",0.558842906931642,0.224758786739863,"no"
"SIRT3",0.0636885925228956,12.383953004875,0.546301465963079,0.587432311582113,0.82653360385126,-6.00808104670239,"SIRT3",0.555505622404304,0.231042168885959,"no"
"PA2G4",0.0636726692238945,12.4388812068324,1.061456891783,0.293884291299542,0.599880908255643,-5.61019528418573,"PA2G4",0.403174433267178,0.531823627211681,"no"
"SDR39U1",0.0636386725970493,11.6967866337015,0.651774101707358,0.517708670731387,0.784626114126808,-5.9469096245756,"SDR39U1",0.527339984547221,0.285914561270295,"no"
"CCT3",0.0636314727668186,13.8752402990716,0.847333787645425,0.401085910896299,0.69532813055564,-5.80564254906316,"CCT3",0.467323632263404,0.396762593384746,"no"
"MTHFD1",0.0634663266328506,14.508698539198,1.17793102746462,0.244730020027709,0.559833487590293,-5.48636772742511,"MTHFD1",0.37625893069265,0.611312754257865,"no"
"PRKDC",0.0629311165476398,11.5809103011125,1.01466382311673,0.315440068677198,0.622008474765342,-5.65649432281353,"PRKDC",0.418046166913564,0.501083141380798,"no"
"MTIF2",0.0625256983608296,11.585070454487,0.364456163783773,0.717476489866862,0.885481472725242,-5.98859473135141,"MTIF2",0.595123942138272,0.144192325239787,"no"
"SNRNP200",0.0623595451445009,11.6144492142141,0.771508469724668,0.444511477052549,0.729383374127774,-5.83628972838387,"SNRNP200",0.490211847804212,0.352117021293897,"no"
"LARS1",0.0622149784301396,12.1251583320335,0.808604733209298,0.422800239600247,0.714565485597535,-5.83646887829811,"LARS1",0.480252881402418,0.373864775250525,"no"
"SELENOO",0.06209083695183,10.8531433070797,0.52884280767736,0.599393112547688,0.833272306509244,-6.01718216451198,"SELENOO",0.560034642394269,0.222288251713562,"no"
"TRAPPC3",0.0620515148067362,11.0662312241282,0.6102652943987,0.545038378318482,0.799949735532324,-5.90117630875959,"TRAPPC3",0.537638849356463,0.263572916246082,"no"
"C19orf12",0.0619601639044696,11.3135288490952,0.378657844136758,0.707591599263517,0.881420697877308,-5.87377739439248,"C19orf12",0.592394732764529,0.150217331804084,"no"
"NUP62",0.0618529206546601,11.6393011212982,0.192182692469736,0.848441485406219,0.944788258951769,-6.12620619486733,"NUP62",0.634983486919097,0.0713781043675027,"no"
"EEF2K",0.0617092996161102,11.8043846000367,0.444662513469887,0.658596343615112,0.865026541522719,-6.05696057286199,"EEF2K",0.581376371276121,0.181380684726736,"no"
