"","logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","q","-log10p","regulated_q"
"CPTP",0.0351837380756201,11.8719600197638,0.3030907851369,0.764396489633091,0.903091110432498,-6.12795579941895,"CPTP",0.583342805727117,0.116681316039419,""
"APMAP",0.0350466371288949,11.8900951153334,0.262685003284267,0.795004408993621,0.913633225738758,-6.13931030897591,"APMAP",0.590152381250574,0.0996304627947366,""
"CDC123",0.0350221362735734,9.88257222731924,0.154863113983096,0.878260882873764,0.953093950881065,-6.14135042811181,"CDC123",0.615641647897786,0.0563764599899765,""
"DDAH1",0.0349634721487355,15.5222586196275,0.175933883890113,0.861801671463581,0.94704415149845,-6.15823410044165,"DDAH1",0.61173383958789,0.0645926679330698,""
"ACTBL2",0.0349227307161932,16.3736416738195,0.354758619748489,0.725826323038806,0.880282606998402,-6.11109413609775,"ACTBL2",0.568609877638267,0.139167285593714,""
"NAGK",0.0349167497896055,12.8203335365039,0.333352938668381,0.741722967969171,0.888764660490035,-6.11839817611225,"NAGK",0.574088776527846,0.129758272548364,""
"LGALS3",0.034831070796379,13.3514506805054,0.210145796109953,0.835303357505053,0.934563599641556,-6.1516615996751,"LGALS3",0.603672150071606,0.0781557729422962,""
"PARP1",0.034435245406538,12.7504634105829,0.383925120048182,0.704367898177543,0.867428409575547,-6.1004187801287,"PARP1",0.560306835449725,0.152200445382281,""
"CMYA5",0.0342621957596343,13.4596818929966,0.422618199070284,0.676284656786411,0.853001580883916,-6.08497289923694,"CMYA5",0.550987967586337,0.169870465522439,""
"PPP5C",0.0342169781768256,13.7169104387826,0.458600466095937,0.650590455271941,0.839613357817167,-6.06930023857926,"PPP5C",0.542339976794226,0.186692312485358,""
"SWAP70",0.034187334163521,15.816453727576,0.272478382555667,0.787552835663313,0.90969179461079,-6.13670617779697,"SWAP70",0.587606452643584,0.103720300437036,""
"SERPINB6",0.0341607774241712,14.5242841023336,0.497202443775247,0.623508663432446,0.827014963302758,-6.05109000384748,"SERPINB6",0.53420216797428,0.205157507775228,""
"WBP2",0.0340896381760221,10.9239326998895,0.210084288517757,0.836051136433266,0.934563599641556,-5.9803975352332,"WBP2",0.603672150071606,0.0777671584561967,""
"MT-ATP6",0.0340459076680872,15.1380727830122,0.161326473151532,0.873168111194618,0.950411596790536,-6.16068645556389,"MT-ATP6",0.613909007698976,0.0589021334588897,""
"FN1",0.0336840099323918,12.7574107490772,0.187799028713659,0.852591279428402,0.943199744351059,-6.15608619778414,"FN1",0.609250582665294,0.0692591137666401,""
"PRUNE1",0.0336222826679489,17.399074971825,0.316975557128351,0.753965434328329,0.896489174520196,-6.1236824770538,"PRUNE1",0.579078350265399,0.122648563977138,""
"ALAD",0.0335717881912068,13.1000316228419,0.206839079421194,0.837856402107794,0.935806002544146,-6.15234753593536,"ALAD",0.604474667986651,0.0768304075225515,""
"CTSD",0.0334906048882502,15.8787418156778,0.293411637354461,0.771695135953656,0.905367143532852,-6.13082242773713,"CTSD",0.584812986885309,0.112554237128748,""
"FDX2",0.0332386948763919,10.055338783594,0.0875988883837267,0.931199403241612,0.975689946050146,-5.99110052814869,"FDX2",0.630237308366435,0.0309573110113669,""
"RNF181",0.032868755076322,11.4687896275237,0.147435520100208,0.884172629640065,0.954703589118418,-6.07765187946693,"RNF181",0.616681377859399,0.0534629331988272,""
"RHOG",0.0327558464229281,10.9045559499336,0.32049316980177,0.751446752371065,0.89554698233906,-6.10222717237992,"RHOG",0.578469750508267,0.124101788158547,""
"RABGEF1",0.0326160541104787,12.35288273924,0.315959035763832,0.75541874789962,0.897294657020071,-6.00247098189312,"RABGEF1",0.579598643750756,0.121812241101933,""
"ZBTB8OS",0.0323233975658894,12.08196820945,0.316232189710858,0.75452270879596,0.896602057528173,-6.12391607179597,"ZBTB8OS",0.579151265932304,0.122327684773266,""
"SNX5",0.0322167633874777,12.2870458236014,0.359104556507538,0.722613870139936,0.879850717361206,-6.10955630538695,"SNX5",0.568330902782003,0.141093706665829,""
"HSP90B1",0.0322125516218374,14.3508521188431,0.354710176016361,0.725862160970079,0.880282606998402,-6.11111117376273,"HSP90B1",0.568609877638267,0.139145842679523,""
"COPS3",0.0319672498542438,13.9413070589943,0.392522017439445,0.698089442248231,0.863196483401459,-6.09711331879907,"COPS3",0.557573264429587,0.156088930118528,""
"NAXE",0.0316127559852433,13.4505335409325,0.345358825965038,0.732792001767625,0.882998543917208,-6.11435692526829,"NAXE",0.570364210334152,0.135019279524625,""
"VARS1",0.0310741877746352,12.2388630861623,0.347547159648734,0.731168230115218,0.882998543917208,-6.11360506950783,"VARS1",0.570364210334152,0.135982687330849,""
"EPB41L2",0.0310073426767712,11.111039924342,0.174714749032918,0.863450795240669,0.94704415149845,-5.95480324147016,"EPB41L2",0.61173383958789,0.0637624061733357,""
"GDI1",0.0309494774324968,12.7933612024808,0.355295584760155,0.725429127284519,0.880282606998402,-6.11090513130127,"GDI1",0.568609877638267,0.139405010700746,""
"PSMD12",0.0308036327285404,12.7357452321663,0.387181015043587,0.701987515553044,0.865774529513333,-6.09917540692866,"PSMD12",0.559238527917203,0.153670611480786,""
"NEDD8",0.0307424807643191,12.7421995758525,0.282938721877134,0.779616566573548,0.907195815002134,-6.13382011076422,"NEDD8",0.585994199205219,0.108118940853759,""
"ALDH5A1",0.0306522767847692,14.3974799448749,0.219391134293188,0.828175098691425,0.931575052120508,-6.14968626766288,"ALDH5A1",0.601741727242903,0.0818778318673138,""
"LSM8",0.0304788253342192,11.9729227816696,0.161830752442462,0.872775238323565,0.950399489850633,-6.16060532694339,"LSM8",0.613901187340421,0.0590975836983427,""
"THNSL2",0.0300489868631875,10.774778240019,0.176208570082394,0.862295990130239,0.94704415149845,-5.95454339736396,"THNSL2",0.61173383958789,0.0643436334614201,""
"WASHC2A",0.0300437004395882,10.3891923821043,0.245488436701988,0.808538710756942,0.919596429662024,-6.05221159589591,"WASHC2A",0.594004254076623,0.0922991823553918,""
"CDC37L1",0.0300130171654978,11.8937686650617,0.144663702320608,0.886273804457282,0.956274299741063,-6.11958705695072,"CDC37L1",0.617695962911798,0.0524320869224401,""
"ADGRE5",0.0298528750334519,10.590820376525,0.212080359444972,0.834263901547904,0.934023477114008,-6.02964263680047,"ADGRE5",0.603323263246105,0.0786965478553771,""
"ATRN",0.0292303135538088,14.7675727686444,0.131484334602917,0.896624145488675,0.961028124513675,-6.09924455655485,"ATRN",0.620766649190021,0.0473895700527618,""
"NAPA",0.0288163024065096,14.2233168514267,0.427362820371193,0.672872729082715,0.851822463592413,-6.08297838656896,"NAPA",0.550226328388297,0.172067072899473,""
"DBN1",0.0287786663567484,10.8257499656241,0.0954456021176799,0.92821128359486,0.974529406740614,-5.23345135534465,"DBN1",0.629487669432823,0.0323531564802314,""
"PRPSAP2",0.0287480888982383,12.149160117065,0.169896784735427,0.866495770745996,0.948228573788379,-6.15927332705243,"PRPSAP2",0.612498905497399,0.0622335526801958,""
"C4A",0.0286010144057158,12.7336208446559,0.16644857466847,0.869179158243997,0.948228573788379,-6.15985066190675,"C4A",0.612498905497399,0.0608906960286245,""
"PRDX1",0.0284110732613279,17.0703258735059,0.299135388034247,0.767376448403971,0.904650174833932,-6.12913840610807,"PRDX1",0.584349868017661,0.114991533890834,""
"CPT1B",0.0282967493787218,12.9243670214151,0.248674712024697,0.805699014538103,0.919429647881003,-6.142870986613,"CPT1B",0.59389652302827,0.0938271675473695,""
"VWF",0.0282588516699533,13.6136480839191,0.31872359152041,0.752655535905805,0.895869593007948,-6.12313103451194,"VWF",0.578678137691545,0.123403739713219,""
"APEH",0.0279853032263571,14.9087633652401,0.470041567329756,0.642510273125486,0.835205051045607,-6.06405342069048,"APEH",0.539492474464814,0.192119923987263,""
"TRIM21",0.0273753785923176,10.3670813222709,0.106230565953823,0.916347738080984,0.969145478854228,-6.11564672829088,"TRIM21",0.626009974255896,0.037939687826452,""
"RARS1",0.0273552437782545,13.0794854761978,0.296955853713043,0.769020055574891,0.904650174833932,-6.12978346770952,"RARS1",0.584349868017661,0.114062333915175,""
"PRKCSH",0.0266817352833879,13.5540830759481,0.252639585197308,0.802668450417296,0.917775423081751,-6.14188301059417,"PRKCSH",0.592827992816256,0.0954638070107095,""
