"","logFC","AveExpr","t","P.Value","adj.P.Val","B","protein","q","-log10p","regulated_q"
"RPS11",0.0884347768316465,12.9573369484919,1.4124647691002,0.161206634488819,0.335168775905361,-5.67463691087864,"RPS11",0.166440259052044,0.792617088693505,""
"TKT",0.0882540478415841,12.0545753228573,1.40177986267438,0.164402676240738,0.338489992892209,-5.68460237774688,"TKT",0.168089530271195,0.784091117044603,""
"ANP32A",0.0882266568554337,10.0261023305146,1.01995110109606,0.31080842994362,0.501563603726585,-6.08199225435108,"ANP32A",0.249069669183328,0.507507210500636,""
"PPA2",0.0878046445301006,14.4619185816306,2.09346267608593,0.0390754491592456,0.127842736632874,-4.52797837306674,"PPA2",0.0634849655837451,1.40809602120997,""
"PACSIN3",0.0876127619847535,15.173951022287,2.27671303845979,0.0251356639055222,0.0946633544720455,-4.14985615843099,"PACSIN3",0.0470085353222507,1.5997096393121,"+"
"CAP1",0.0874217605712619,11.9701403645184,1.77606904421859,0.0790469456606518,0.206516450559187,-5.11415509947434,"CAP1",0.102553262715872,1.10211490635608,""
"FAM136A",0.0870807044842667,12.0974353358886,1.44654558806196,0.151442486982256,0.324468753620005,-5.62726056394268,"FAM136A",0.161126773402234,0.819752267019683,""
"DDAH2",0.0869521394140831,10.2425990168626,0.971641185706727,0.334140794648005,0.526758810484698,-6.13165388526257,"DDAH2",0.26158126644761,0.476070498893554,""
"FKBP4",0.0868004663187429,12.0218925555868,1.92452735422791,0.0573967424552754,0.166665718213596,-4.85099510502894,"FKBP4",0.0827639306186402,1.24111275522997,""
"MSI2",0.0866882643223787,12.5754473364923,2.10883703723429,0.037691637054556,0.125463683854074,-4.49735433099074,"MSI2",0.0623035603059638,1.4237549995013,""
"F13A1",0.086683822849519,11.6586043950056,1.29023048906666,0.200450526092287,0.382147870676361,-5.8068577514138,"F13A1",0.189769439052759,0.697992799584686,""
"ILKAP",0.086561965346581,10.1766866001522,1.40473777408094,0.163947834713438,0.33828257328201,-5.63152181440946,"ILKAP",0.167986528511677,0.785294314756834,""
"PRKCSH",0.0863703866509216,13.5884373389969,2.37697435708572,0.0195388189488058,0.0799975072961107,-3.93102024223505,"PRKCSH",0.039725674928747,1.70910169136025,"+"
"SARS2",0.0863444721941411,12.8070659472466,2.21816008522115,0.0290196074165018,0.103962743569618,-4.27377018060828,"SARS2",0.0516264855661084,1.53730846708781,""
"PPP2CB",0.0860155584784064,14.5995180706554,2.35351766884117,0.0207385024707654,0.0826211234376324,-3.98296601074348,"PPP2CB",0.0410285270487526,1.68322260726058,"+"
"GNAI2",0.0859794634332092,14.070302984624,2.64698894603401,0.00956278115672508,0.04799812748717,-3.30080241685577,"GNAI2",0.0238352177985498,2.01941578289514,"+"
"CLIC5",0.0856668748306486,13.521177583933,2.13636838177811,0.0353193201015705,0.119651502850001,-4.44200826202675,"CLIC5",0.0594173102089431,1.45198766520144,""
"CDC34",0.0856115212210895,11.872920396385,1.24737877368531,0.215442983784743,0.398322278395342,-5.88876384188142,"CDC34",0.197801430110067,0.666667644779077,""
"NDUFA7",0.0854699667422834,15.6935742648452,1.24829549070531,0.21510875089597,0.397999793458908,-5.88764553080587,"NDUFA7",0.197641288473319,0.667341921604511,""
"DDB1",0.0854464676546236,15.009999580502,2.75737438424679,0.00703483879289846,0.0383293697660074,-3.02644465168161,"DDB1",0.0190338441160676,2.15274585020604,"+"
"VPS29",0.0853676765084721,12.4624987219269,1.97579204840461,0.0511920139977169,0.153468945729557,-4.75560112176197,"VPS29",0.0762105927518857,1.2907977840874,""
"NCKAP1",0.0851365022391111,10.8621889645666,1.25277532640768,0.21351606944852,0.396075763779584,-5.87745433320552,"NCKAP1",0.196685841482812,0.670569433940157,""
"AIMP1",0.0850000137605535,13.5629002059913,3.53429593021081,0.000643529196905904,0.00668244448671131,-0.839772119833309,"AIMP1",0.0033184111153098,3.19143174438124,"+"
"PSMD7",0.0849768774179269,13.17147641396,1.96388120560061,0.0525802911375615,0.156322732780344,-4.77797032185235,"PSMD7",0.077627744617328,1.27917701353041,""
"RDH14",0.084975948882831,11.4517620803942,1.33376925347362,0.185591225711227,0.363322713721569,-5.77989713871847,"RDH14",0.180421121949571,0.731442559988243,""
"PPP1R7",0.0847038348646532,12.6333430441278,2.56076067383854,0.012082154430527,0.0571611982186428,-3.50843963935986,"PPP1R7",0.0283854741944175,1.91785561754737,"+"
"COMMD3",0.0845320863134127,12.7414341080445,1.68379115099354,0.0956696830670831,0.235153783593705,-5.263276641478,"COMMD3",0.116774173109299,1.01922566475845,""
"KPNB1",0.0844441445193258,14.2454772309837,2.89773607804156,0.00470350476465042,0.0293048796858437,-2.66399115754819,"KPNB1",0.0145524049882798,2.3275784116985,"+"
"KLC1",0.0837732053713864,12.0430126494478,2.24600284962223,0.0271116501293423,0.0993631576351599,-4.21520704450734,"KLC1",0.0493423937010612,1.56684404862171,"+"
"PEA15",0.0836118082527975,12.7514525184925,1.66660156765334,0.0990523954482726,0.240766603325451,-5.29103833880395,"PEA15",0.119561423107873,1.00413501717352,""
